REPORTING.YEAR,FACILITY.NAME,FACILITY.CITY,FACILITY.COUNTY,FACILITY.STATE,FACILITY.ZIP.CODE,PRIMARY.NAICS.CODE,LATITUDE,LONGITUDE,PARENT.COMPANY.NAME,CHEMICAL.NAME,TOTAL.AIR.EMISSIONS,TOTAL.UNDERGROUND.INJECTION,TOTAL.ON.SITE.LAND.RELEASES,TOTAL.TRANSFERRED.OFF.SITE.TO.DISPOSAL,TOTAL.SURFACE.WATER.DISCHARGE,TRANSFERS.TO.POTWS..METALS.AND.METAL.COMPOUNDS.,Chemical,CERCLA.Chemicals,HAPs,Metals.and.Metal.Compounds,PBT.Chemicals,Priority.Chemicals,OSHA.Chemicals,Other.Health.Effects,Body.Weight,Cardiovascular,Dermal,Developmental,Endocrine,Gastrointestinal,Hematological,Hepatic,Immunological,Metabolic,Musculoskeletal,Neurological,Ocular,Other.Systemic,Renal,Reproductive,Respiratory,Human.health.effects.information.not.identified,Acute,Intermediate,Chronic
2009,ARROWHEAD BRASS & PLUMBING LLC,LOS ANGELES,LOS ANGELES,CA,90032,331525,34.072427,-118.173777,ARROWHEAD BRASS & PLUMBING,NICKEL COMPOUNDS,5541,0,0,0,1.5,0.5,NICKEL COMPOUNDS,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2012,ELKAY PLUMBING PRODUCTS CO,SPOKANE,SPOKANE,WA,99202,332998,47.66139,-117.35943,ELKAY MANUFACTURING CO,NICKEL,5482,0,0,68,0,0,NICKEL,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES
2014,LHOIST NA OF ALABAMA LLC,CALERA,SHELBY,AL,35040,327410,33.093492,-86.802318,LHOIST N.A.,HYDROGEN SULFIDE,47852,0,0,0,0,0,HYDROGEN SULFIDE,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES
2006,FCA US WARREN TRUCK ASSEMBLY PLANT,WARREN,MACOMB,MI,48091,336112,42.45544,-83.040949,FCA US LLC,TOLUENE,17834,0,0,0,0,0,TOLUENE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES
2003,TYSON FRESH MEATS INC WWTP,DAKOTA CITY,DAKOTA,NE,68731,311000,42.426436,-96.404391,TYSON FOODS INC,NITRATE COMPOUNDS,47367,0,0,70,6400000,0,NITRATE COMPOUNDS,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
2003,AMTROL INC,WEST WARWICK,KENT,RI,2893,332313,41.673611,-71.504167,,DIISOCYANATES,1,NA,NA,0,0,0,DIISOCYANATES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
2010,STERIS CORP,MONTGOMERY,MONTGOMERY,AL,36109,332999,32.409168,-86.229393,STERIS CORP,NICKEL,5482,0,0,0,0,0.01,NICKEL,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES
2005,HUNTSMAN ADVANCED MATERIALS AMERICAS INC,MC INTOSH,WASHINGTON,AL,36553,325211,31.278056,-88.001667,HUNTSMAN INC,ETHYLBENZENE,48837,0,0,0,0,0,ETHYLBENZENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES
2005,MARTIN BRASS FOUNDRY,TORRANCE,LOS ANGELES,CA,90501,331525,33.8281,-118.32535,,LEAD,41753,0,0,0,1,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2014,MEADWESTVACO OF VIRGINIA COVINGTON OPERATIONS,COVINGTON,COVINGTON (CITY),VA,244269050,322130,37.796355,-79.992817,MEADWESTVACO CORP,MANGANESE COMPOUNDS,49046,0,360000,0,44000,0,MANGANESE COMPOUNDS,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2009,GERRESHEIMER GLASS INC,VINELAND,CUMBERLAND,NJ,8360,327212,39.497532,-75.021203,GERRESHEIMER GLASS INC,BARIUM,30440,0,0,11000,0,0,BARIUM,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES
2009,FRANKLIN BURLINGTON PLASTICS INC,KEARNY,HUDSON,NJ,7032,325991,40.757972,-74.161389,SPARTECH CORP,ANTIMONY COMPOUNDS,24047,0,0,0,0,0,ANTIMONY COMPOUNDS,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES
2008,EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),BAYTOWN,HARRIS,TX,775202099,324110,29.739444,-95.006944,EXXON MOBIL CORP,MERCURY COMPOUNDS,16598,0,1.37,2.195,49,0,MERCURY COMPOUNDS,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES
2013,CONVENT REFINERY,CONVENT,ST JAMES,LA,70723,324110,30.10846,-90.89677,MOTIVA ENTERPRISES LLC,NICKEL COMPOUNDS,36635,0,519,0,0,0,NICKEL COMPOUNDS,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2007,TESORO COLTON TERMINAL,BLOOMINGTON,SAN BERNARDINO,CA,92316,424710,34.058134,-117.37024,TESORO CORP,POLYCYCLIC AROMATIC COMPOUNDS,5482,0,0,0,0,0,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2005,RG STEEL WHEELING LLC - BEECH BOTTOM PLANT,BEECH BOTTOM,BROOKE,WV,26030,332812,40.34361,-80.60667,THE RENCO GROUP INC,XYLENE (MIXED ISOMERS),44427,0,0,0,0,0,XYLENE (MIXED ISOMERS),YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES
2005,OCCIDENTAL CHEMICAL CORP,COLUMBIA,MAURY,TN,38401,325188,35.647293,-87.045005,OCCIDENTAL PETROLEUM CORP,MANGANESE,9010,0,0,0,4.2,0,MANGANESE,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2013,EAGLE US 2 LLC,WESTLAKE,CALCASIEU,LA,70669,325180,30.23033,-93.28575,AXIALL CORP,ZINC COMPOUNDS,43256,0,0,761,4300,0,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2014,OHIO VALLEY ALUMINUM CO INC,SHELBYVILLE,SHELBY,KY,400659178,331314,38.20778,-85.25644,INTERLOCK INDS INC,MANGANESE COMPOUNDS,18994,0,0,5,2.34,0,MANGANESE COMPOUNDS,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2008,COUNTRYMARK REFINING & LOGISTICS LLC,WESTFIELD,HAMILTON,IN,46074,424710,40.04367,-86.22278,COUNTRYMARK,TOLUENE,29685,0,0,0,0,0,TOLUENE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES
2014,WOOD RIVER POWER STATION,ALTON,MADISON,IL,62002,221112,38.88613,-90.13502,DYNEGY INC,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),20957,0,0,0,0,0,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2013,STEELFAB INC IN  ALABAMA,ROANOKE,RANDOLPH,AL,36274,332312,33.128269,-85.350305,STEELFAB INC,LEAD,5482,0,0,0,0,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2006,VALERO RENEWABLE FUELS LLC,FORT DODGE,WEBSTER,IA,50501,325193,42.509577,-94.305014,VALERO ENERGY CORP,AMMONIA,39981,0,0,0,0,0,AMMONIA,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,YES,NO,YES
2005,SURFACE DESIGNS INC.,EAU CLAIRE,EAU CLAIRE,WI,54703,325991,44.8177,-91.50882,,STYRENE,1,NA,NA,0,0,0,STYRENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,YES
2011,BORGWARNER THERMAL SYSTEMS INC,FLETCHER,HENDERSON,NC,28732,336399,35.43584,-82.47971,BORGWARNER INC,LEAD,5482,0,0,0.267,0,2.15,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2005,TPC GROUP LLC,HOUSTON,HARRIS,TX,77017,325110,29.69845,-95.254597,,"1,3-BUTADIENE",14486,0,0,0,0,0,1 3-BUTADIENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES
2007,BITUMAR USA INC,PORTLAND,MIDDLESEX,CT,6480,424710,41.570985,-72.644889,,POLYCYCLIC AROMATIC COMPOUNDS,1,NA,NA,0,0,0,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2003,ADM SOYBEAN PROCESSING,DES MOINES,POLK,IA,50313,311222,41.626329,-93.583205,ARCHER DANIELS MIDLAND CO,BARIUM COMPOUNDS,43805,0,0,0,0,0,BARIUM COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES
2004,XCEL ENERGY SHERBURNE COUNTY GENERATING PLANT,BECKER,SHERBURNE,MN,55308,221112,45.3792,-93.8958,XCEL ENERGY,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),56325,0,0,0,0,0,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2004,LAMBENT TECHNOLOGIES CORP,SKOKIE,COOK,IL,600764093,325613,42.01313,-87.71846,"PETROFERM, INC",PHENOL,1,NA,NA,0,0,0,PHENOL,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,YES
2014,OLD CASTLE LAWN & GARDEN APG,CROSS CITY,DIXIE,FL,326281479,321999,29.608256,-83.13498,OLDCASTLE LAWN & GARDEN APG,TRIFLURALIN,5482,0,0,0,0,0,TRIFLURALIN,YES,YES,NO,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES
2005,JELD-WEN,CRAIGSVILLE,NICHOLAS,WV,26205,325510,38.341639,-80.661169,JELD-WEN INC,CERTAIN GLYCOL ETHERS,1,NA,NA,0,0,0,CERTAIN GLYCOL ETHERS,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2013,BRODY CHEMICAL,SALT LAKE CITY,SALT LAKE,UT,84118,325998,40.6646,-112.03569,,METHANOL,29939,0,0,0,0,0,METHANOL,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES
2008,CARGILL SALT SAINT CLAIR,SAINT CLAIR,ST CLAIR,MI,48079,311942,42.8184,-82.4858,CARGILL INC,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),14618,0,0,0,0,0,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2013,FOOT LEVELERS INC,ROANOKE,ROANOKE (CITY),VA,24012,316210,37.28501,-79.92997,FOOT LEVELERS,TOLUENE,15365,0,0,150,0,0,TOLUENE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES
2003,INSULATED PANEL SYSTEMS,STAFFORD,FORT BEND,TX,774770968,332311,29.62997,-95.56591,NCI BUILDING SYSTEMS L P,DIISOCYANATES,1,NA,NA,0,0,0,DIISOCYANATES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
2010,ITW POLYMERS SEALANTS NA,ROCKFORD,WRIGHT,MN,55373,326150,45.09871,-93.75377,ILLINOIS TOOL WORKS INC,"1,2,4-TRIMETHYLBENZENE",1,NA,NA,0,0,0,1 2 4-TRIMETHYLBENZENE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2012,SYMMETRY MEDICAL NEW BEDFORD,NEW BEDFORD,BRISTOL,MA,2745,333512,41.71909,-70.96504,SYMMETRY MEDICAL INC,CHROMIUM,6480,0,0,57,0,5,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2009,KENTUCKY UTILITIES CO GHENT STATION,GHENT,CARROLL,KY,410450338,221112,38.7497,-85.035,PPL CORP,MANGANESE COMPOUNDS,17923,0,290100,0,28900,0,MANGANESE COMPOUNDS,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2012,SWAGELOK MANUFACTURING CO LLC,SOLON,CUYAHOGA,OH,44139,332919,41.387402,-81.473475,SWAGELOK CO,COBALT,5482,0,0,159,0,6,COBALT,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES
2014,TXI-LAKE JUNE ROAD READY MIX,BALCH SPRINGS,DALLAS,TX,75180,327320,32.73849,-96.60498,MARTIN MARIETTA MATERIALS INC,NITRATE COMPOUNDS,5482,0,0,0,0,0,NITRATE COMPOUNDS,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
2010,ASTRALLOY STEEL PRODUCTS INC,BIRMINGHAM,JEFFERSON,AL,35215,332313,33.65305,-86.72447,NUCOR CORP,CHROMIUM,5415,0,0,1901,1,0,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2010,GRAND RIVER DAM AUTHORITY COAL FIRED COMPLEX,CHOUTEAU,MAYES,OK,743370609,221112,36.189963,-95.289291,,MERCURY COMPOUNDS,54732,0,281,0,0,0,MERCURY COMPOUNDS,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES
2008,EVONIK CORP,HOPEWELL,HOPEWELL (CITY),VA,23860,325613,37.292778,-77.267833,EVONIK INDUSTRIES,ACRYLIC ACID,42267,0,0,0,0,0,ACRYLIC ACID,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2014,ROCKTENN CP LLC,HOPEWELL,HOPEWELL (CITY),VA,23860,322130,37.301954,-77.264664,ROCK-TENN CO,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),30130,0,0,0,0,0,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2008,DEXTER CHASSIS GROUP PLANT 55,WHITE PIGEON,ST JOSEPH,MI,490998436,336399,41.7939,-85.6518,LIPPERT COMPONENTS MANUFACTURING INC,CERTAIN GLYCOL ETHERS,45683,0,0,230,0,0,CERTAIN GLYCOL ETHERS,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2013,MARTIN SPROCKET & GEAR INC,PARAGOULD,GREENE,AR,72450,332999,36.044072,-90.484329,MARTIN SPROCKET & GEAR INC,NICKEL,5482,0,0,0,5,4.58,NICKEL,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES
2005,HONEYWELL INTERNATIONAL INC HOPEWELL PLANT,HOPEWELL,HOPEWELL (CITY),VA,23860,,37.299074,-77.275759,HONEYWELL INTERNATIONAL INC,ZINC COMPOUNDS,5482,0,0,0,0,1810,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2014,CONNECTOR CASTINGS INC,SAINT LOUIS,ST LOUIS (CITY),MO,63106,331523,38.645279,-90.207199,CONNECTOR CASTINGS INC,COPPER COMPOUNDS,29939,0,0,8755,0,5,COPPER COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2012,WISMARQ VALENCIA LLC,VALENCIA,BUTLER,PA,16059,332323,40.72456,-79.93143,,XYLENE (MIXED ISOMERS),20035,0,0,0,0,0,XYLENE (MIXED ISOMERS),YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES
2014,MASCO CABINETRY,SAYRE,BRADFORD,PA,18840,337110,41.988093,-76.57423,MASCO CORP,ETHYLBENZENE,23552,0,0,0,0,0,ETHYLBENZENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES
2010,VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,PORT ARTHUR,JEFFERSON,TX,77640,562211,29.954834,-93.879684,VEOLIA ENVIRONMENTAL SERVICES,N-METHYL-2-PYRROLIDONE,12610,0,0,32129.79,0,0,N-METHYL-2-PYRROLIDONE,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2004,US PACK INC,LEOMINSTER,WORCESTER,MA,1453,325211,42.53105,-71.75217,,N-METHYL-2-PYRROLIDONE,50140,0,0,0,0,0,N-METHYL-2-PYRROLIDONE,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2012,IMPACT FORGE PLANT LLC,COLUMBUS,BARTHOLOMEW,IN,47201,332111,39.13915,-85.95487,HHI HOLDINGS LLC,MANGANESE,16872,0,0,65.6,5,0,MANGANESE,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2003,UNIVAR USA INC DALLAS,DALLAS,DALLAS,TX,75238,424690,32.90299,-96.69334,UNIVAR USA INC,XYLENE (MIXED ISOMERS),1,NA,NA,0,0,0,XYLENE (MIXED ISOMERS),YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES
2008,FCI USA LLC HUNTINGDON COUNTY,MOUNT UNION,HUNTINGDON,PA,17066,334417,40.36202,-77.85853,FCI USA LLC,LEAD COMPOUNDS,5482,0,0,88,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2014,CMC IMPACT METALS,CHICORA,BUTLER,PA,160252030,332811,40.95525,-79.69085,COMMERCIAL METALS CO,MANGANESE COMPOUNDS,1,NA,NA,0,0,0,MANGANESE COMPOUNDS,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2011,CONSOLIDATED PIPE & SUPPLY CO INC,BESSEMER,JEFFERSON,AL,35022,332812,33.35229,-86.98609,,COPPER,5482,0,0,24,2,0,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2009,BCS METAL PREP,MAPLE HEIGHTS,CUYAHOGA,OH,44137,332811,41.40573,-81.5618,BCS INDUSTRIES LLC,LEAD,5482,0,0,0,2,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2007,CHICAGO RIVET & MACHINE CO T YRONE DIV,TYRONE,BLAIR,PA,16686,332722,40.689167,-78.234444,,COPPER,5482,0,0,0,0,0,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2014,TCS MATERIALS NEWPORT NEWS,NEWPORT NEWS,NEWPORT NEWS (CITY),VA,23602,327320,37.16454,-76.53551,VULCAN MATERIALS CO,LEAD,1296,0,0,0,0,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2013,TISHOMINGO BUSINESS ENTERPRISES INC TISHOMINGO,TISHOMINGO,TISHOMINGO,MS,38873,336211,34.655806,-88.232028,OX BODIES INC,CHROMIUM,41898,0,0,0,0,0.0055,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2006,ACHILLES USA INC,EVERETT,SNOHOMISH,WA,982036295,INVALD,47.92599,-122.2527,,PHENOL,31042,0,0,0,0,0,PHENOL,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,YES
2013,SHELBY WELDED TUBE,SHELBY,RICHLAND,OH,44875,331210,40.907389,-82.659845,,NICKEL,5482,0,0,22,0,0,NICKEL,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES
2003,VAUGHAN-BASSETT FURNITURE CO,SUMTER,SUMTER,SC,29150,337122,33.90844,-80.33501,VAUGHAN-BASSETT FURNITURE CO,LEAD COMPOUNDS,5482,0,0,0,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2009,CHEVRON PHILLIPS CHEMICAL CO,PORT ARTHUR,JEFFERSON,TX,77640,325199,29.848998,-93.976534,CHEVRON CORP & PHILLIPS 66 CO,LEAD COMPOUNDS,5482,0,0,22043,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2004,GKN AEROSPACE CINCINNATI INC,CINCINNATI,HAMILTON,OH,45242,336412,39.2691,-84.35997,GKN AMERICA CORP,CHROMIUM,5482,0,0,0,0,0,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2014,GREAT DANE TRAILERS,BRAZIL,CLAY,IN,47834,336212,39.53966,-87.057819,GREAT DANE LP,"1,2,4-TRIMETHYLBENZENE",63922,0,0,0,0,0,1 2 4-TRIMETHYLBENZENE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2009,HOOVER TREATED WOOD PRODUCTS INC,MILFORD,CAROLINE,VA,22514,321999,38.00986,-77.367035,HOOVER WOOD PRODUCTS HOLDING INC,COPPER COMPOUNDS,1,NA,NA,0,0,0,COPPER COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2004,A R WILFLEY & SONS INC,DENVER,DENVER,CO,80205,333911,39.76196,-104.98506,,NICKEL,47367,0,0,0,0,0,NICKEL,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES
